"author_id","author_name"
"822","Ben Conners"
"6353","Ben Creighton"
"10373","Ben Elton"
"12082","Ben Fenton-Smith"
"15099","Ben Fong-Torres"
"7614","Ben Goertzel"
"707","Ben Goldsmith"
"3729","Ben Hammersley"
"11331","Ben Heckman"
"18326","Ben Hodges"
"18183","Ben Jonson"
"9737","Ben King"
"15264","Ben Lowe"
"10771","Ben Morse"
"12925","Ben Naparstek"
"18224","Ben P Robertson"
"8766","Ben Russell"
"9885","Ben Shapiro"
"1139","Ben Shneiderman"
"17250","Ben Siegel"
"18262","Ben Spatz"
"5640","Ben Timber"
"14373","Ben Tyers"
"1072","Ben Vickers"
"14868","Ben Williams"
"12567","Ben Witherington"
"8210","Ben-Barak Idan"
"4706","Benazir Bhutto"
"11236","Benchmark Maps"
"18685","Benedek Lang"
"2008","Benedict M Ashley"
"10597","Benedict M. Ashley"
"5592","Benedict M. Guevin"
"19748","Benedikt Wisniewski"
"13241","Bengt Fornberg"
"4704","Bengt Hagglund"
"8027","Bengt-Ake Lundvall"
"16009","Benigno Delmiro Coto"
"9296","Benjamin A. Elman"
"18352","Benjamin Apthorp Gould"
"14681","Benjamin Bogin"
"4341","Benjamin C. Jantzen"
"12765","Benjamin Cook"
"8293","Benjamin Disraeli"
"6377","Benjamin E. Park"
"403","Benjamin Gorman"
"19695","Benjamin Hall Kennedy"
"20874","Benjamin Harris"
"19953","Benjamin Ide Wheeler"
"12395","Benjamin Isaac"
"1025","Benjamin Israel"
"283","Benjamin Musafia"
"20389","Benjamin N Dykes"
"943","Benjamin Peters"
"17371","Benjamin Poore"
"1416","Benjamin Reiss"
"11927","Benjamin S Jeffries"
"5602","Benjamin Schewel"
"8726","Benjamin Sidney Michael Schwantes"
"4163","Benjamin Sovacool"
"8026","Benjamin Steege"
"17521","Bennett Arnold"
"2544","Benno Van Dalen"
"17943","Benny Green"
"17439","Bensen Sherwood"
"11784","Benson Bobrick"
"15289","Benson Mates"
"2110","Bentley B. Allan"
"3259","Berardinelli, Alfonso"
"624","Beretta E. Smith-Shomade"
"11585","Berit Kjos"
"18913","Berlinski"
"4131","Berlitz Guides"
"20369","Bern Kreissman"
"6990","Bernadette Marie Calafell"
"20882","Bernadette Mayer"
"1176","Bernadette Peck"
"9308","Bernard Allen"
"20181","Bernard C. Perley"
"6539","Bernard Capp"
"8965","Bernard Comrie"
"9572","Bernard Cribbins"
"6547","Bernard E. Doering"
"1291","Bernard E. Rollin"
"17731","Bernard F. Dukore"
"20290","Bernard H Hamilton"
"18589","Bernard Havard"
"12391","Bernard J. Lynch"
"8470","Bernard Ksiazek"
"17365","Bernard Levine"
"19677","Bernard Lightman"
"4390","Bernard M. W. Knox"
"7079","Bernard McGinn"
"19575","Bernard McGrane"
"15694","Bernard Meehan"
"13640","Bernard Minifie"
"20143","Bernard Nesfield-Cookson"
"10921","Bernard O'Donoghue"
"48","Bernard Penney"
"2280","Bernard Ricardo Widjaja"
"16963","Bernard Shaw"
"17946","Bernard Slade"
"11680","Bernard Spodek"
"1218","Bernard Van Dieren"
"15022","Bernd Brunner"
"10853","Bernd Kortmann"
"8521","Bernd-christian Otto"
"20484","Bernestine Singley"
"2614","Bernfried Schlerath"
"7141","Bernhard Fetz"
"6245","Bernhard Haisch Lockheed Palo Alto Research Center"
"2151","Bernhard Hurch"
"4464","Bernhard W. Anderson"
"8794","Bernhard Walchli"
"7381","Bernice Schrank"
"3322","Bernie A Van De Walle"
"9878","Bernie Cook"
"2407","Bernie McGuinness"
"10485","Bernie Nolan"
"3678","Bernie Schallehn"
"7683","Berry Grass"
"5699","Bert Hellinger"
"20570","Bert N Shipp"
"16517","Bert N. Shipp"
"7313","Bert Vis"
"497","Berta Sanz Cuñat"
"1871","Bertha Jeffreys"
"8045","Bertha L Corbett"
"3755","Bertha Perez"
"7239","Bertolt Brecht"
"8619","Bertram C. Bruce"
"18461","Bertrand Finck"
"3364","Bertrand Russell"
"8273","Beryl Webber"
"17633","Bess Rowen"
"18430","Best Actor Books"
"16154","Bestysign Valentine Publishing"
"19600","Beth Brock Duncan"
"3805","Beth Chance"
"17058","Beth Cleary"
"13145","Beth Cooper"
"15274","Beth Counihan"
"13858","Beth Dora Barany"
"6586","Beth Ellis"
"10249","Beth Gehman"
"3899","Beth Redman"
"5725","Beth Scott"
"17445","Bethany Bezdecheck"
"18041","Bethany Wood"
"14667","Betsy Ayankoya"
"13859","Betsy B. Nordell"
"20314","Betsy Bolton"
"14415","Betsy Jane Becker"
"1565","Betsy O. Barefoot"
"4367","Bettina Kretz"
"6262","Betty Azar"
"3445","Betty Fussell"
"15055","Betty Hill"
"14405","Betty Jane Wagner"
"16865","Betty Lou Leaver"
"4653","Betty Mitchell"
"9175","Betty Roe"
"5294","Betty S Azar"
"6117","Betty S. Azar"
"19042","Betty Shamieh"
"13325","Betty Y Ashbaker"
"18037","Bev Clark"
"3305","Bev Thomas-Graham"
"5462","Bev Wake"
"9364","Beverley Bie Brahic"
"14822","Beverley Blount"
"9858","Beverley Callard"
"6827","Beverley H. Johns"
"7123","Beverley Kutsunai"
"7966","Beverley Norsworthy"
"7282","Beverley Smith"
"14931","Beverley Yolande"
"3638","Beverly Forehand"
"1227","Beverly J. Irby"
"16685","Beverly Nield"
"11566","Bezalel Naor"
"11794","Bezalel Porten"
"10128","Bfi Author Record"
"1870","Bhadriraju Krishnamurti"
"8297","Bhavna Khemlani"
"3585","Bhavna Pahwa"
"4105","Bhikkhu Bodhi"
"19358","Bhikkhu Sujato and Bhikkhu Brahmali"
"814","Biathlon Publishing"
"10374","Big Dreams Publishing"
"10120","Big Finish"
"3271","Bill Barich"
"19271","Bill Boyd"
"8574","Bill Branch"
"2433","Bill Bryson"
"12375","Bill Carter"
"14075","Bill Cima"
"13627","Bill Clement"
"1631","Bill Cosby"
"20781","Bill Darlison"
"13091","Bill Dobbs"
"426","Bill Graybeal"
"15872","Bill Hagelund"
"12324","Bill Hampel"
"15891","Bill Hanstock"
"5706","Bill Heavey"
"10150","Bill Hill"
"15945","Bill Jasperson"
"9322","Bill Johnston"
"2577","Bill Kapralos"
"3334","Bill Kerig"
"1212","Bill Laar"
"7068","Bill Lauritzen"
"10994","Bill Leonard"
"2859","Bill MacDonald"
"7593","Bill McKibben"
"12225","Bill Mccollom"
"19068","Bill Mernit"
"4638","Bill Missett"
"10152","Bill Morrison"
"10500","Bill Mumy"
"9812","Bill Nichols"
"746","Bill Nye"
"13022","Bill O'Reilly"
"74","Bill Oatfield"
"12635","Bill Palmer"
"10833","Bill Price"
"10450","Bill Pullman"
"6976","Bill Rogers"
"18867","Bill Sienkiewicz"
"18070","Bill Skrief"
"8544","Bill Slavin"
"7476","Bill Stott"
"9814","Bill Tarmey"
"20887","Bill Wilkens Jr"
"15163","Bill Yousman"
"15673","Billie F. Birnie"
"13001","Billy Crystal"
"6918","Billy Kidd"
"9643","Binky Felstead"
"20145","Birger A. Pearson"
"15093","Birgit Carolin"
"20768","Birgit Gruber-Groh"
"7761","Birgit Meyer"
"10415","Birgit Neumann"
"5179","Birgit Tautz"
"9451","Birgit Wesche"
"8945","Birgitt Schonfisch"
"4123","Bishop Athanasius Schneider"
"15517","Bishop Dalton G Burnett"
"1314","Bishop Ezimah Oden"
"2345","Bishop Gore"
"19693","Bishop James Brown"
"19952","Bishop John William Colenso"
"8529","Bishop Robert Barron"
"7252","Bishop. Dalton. G. Burnett"
"3611","Biss, Eula"
"13461","Bj Rothstein"
"10154","Bjo Trimble"
"2312","Bjoern Wiemer"
"20283","Bjorn Dihle"
"18740","Bjorn Nansen"
"9107","Bjorn R. Olsen"
"20981","Blackhawks Publishing"
"14198","Blackwood Ketcham Benson"
"8597","Blackwood William and Sons"
"13184","Blain Brown"
"2252","Blaine Wiseman"
"4389","Blair Worden"
"7790","Blake Chapman"
"20028","Blake Crouch"
"6174","Blake Hamilton"
"9327","Blanche D'Alpuget"
"7824","Blanche Fisher Wright"
"12992","Blanche Vaughan"
"2006","Blanche Willis Howard"
"1773","Blank Book Billionaire"
"15534","Blaues Wychwood"
"16991","Bliss Full"
"9511","Blomann"
"13626","Blood Sugar"
"11220","Bloomsbury Publishing"
"16411","Blue Bellie"
"20901","Blue Man Group"
"2167","Bo Utas"
"17582","Board Of Trade"
"7803","Board on Population Health and Public Health Practice"
"3102","Board on Science Education"
"6471","Bob Algozzine"
"7981","Bob Arnott"
"470","Bob Barker"
"7793","Bob Berman"
"210","Bob Briggs"
"1183","Bob Buchanan"
"3930","Bob Cielo"
"14531","Bob Costas"
"14427","Bob Daines"
"915","Bob Damron"
"6874","Bob Davis"
"10706","Bob De Wit"
"1135","Bob Delich"
"20978","Bob Donaldson"
"5451","Bob Duff"
"5437","Bob Ekblad"
"529","Bob Enzel"
"10140","Bob Ferguson"
"19298","Bob Fleshman"
"9783","Bob Harper"
"20630","Bob Hartman"
"2587","Bob Hughes"
"20984","Bob Italia"
"3286","Bob Jacobs"
"15088","Bob Jeffrey"
"3067","Bob Jonas"
"11014","Bob Kriegel"
"5051","Bob Larson"
"13915","Bob Leszczak"
"1930","Bob Mackin"
"7473","Bob Meister"
"12890","Bob Meyenn"
"2265","Bob Miller"
"8834","Bob Montgomery"
"5453","Bob Nicholson"
"3929","Bob O'Connor"
"10227","Bob Ogley"
"19980","Bob Perry"
"17940","Bob Randall"
"3569","Bob Reading"
"16481","Bob Regan"
"9602","Bob Rocca"
"6404","Bob Rognlien"
"14474","Bob Ryan"
"16715","Bob Schieffer"
"16337","Bob Sirois"
"15518","Bob Spencer"
"12368","Bob Stremme"
"19635","Bob Swope"
"6160","Bob Tennant"
"4286","Bob Westerdale"
"861","Bob Woods"
"9101","Bobak Ferdowsi"
"18447","Bobbi Owen"
"9966","Bobby Ball"
"1023","Bobby C. Alexander"
"14578","Bobby Clarke"
"15765","Bobby Grow"
"9495","Bobby Kipper"
"7405","Bobby Orr"
"4223","Bobby R Simonds"
"9540","Bobby Ray Howard"
"16714","Bobby S Cinema"
"14035","Bodo Schlegelmilch"
"11269","Bohdan S Kordan"
"5352","Bohdan Urbankowski"
"20714","Bomb Magazine"
"9153","Boni Hamilton"
"18150","Boniface Ossai"
"5145","Bonnavida Comp Books"
"15393","Bonnie A. Nardi"
"19739","Bonnie Billingsley"
"5723","Bonnie Bogner"
"4814","Bonnie Booth"
"17817","Bonnie J Wallace"
"17457","Bonnie Nelson Schwartz"
"16275","Bonnie Page"
"10131","Bonnie S. McDougall"
"1682","Bonny Norton"
"15333","Books 4 Creative Kids"
"6894","Boris Groys"
"6395","Boris Jakim"
"14297","Bosch Meike"
"823","Boston Public Library"
"15684","Boubacar Boris Diop"
"10481","Boyd Hilton"
"839","Boyd Magers"
"15325","Br Levy"
"5685","Brad Henderson"
"8621","Brad Hokanson"
"8445","Brad Kleindl"
"4448","Brad Klinge"
"14976","Brad Nassif"
"11090","Brad Olsen"
"7277","Brad S Gregory"
"14767","Brad S. Gregory"
"10488","Brad Schiller"
"17503","Brad Slaight"
"31","Brad Steiger"
"4628","Bradford Jacobs"
"12141","Bradford Lee Eden"
"4541","Bradley J. Roth"
"11372","Bradley M. Gottfried"
"18831","Bradley Rogers"
"12819","Brady Robards"
"9627","BradyGames"
"9152","Brain Activity Books"
"19705","Brainerd Kellogg"
"5688","Brainsky Press"
"11594","Braintree Southend Publishing"
"17925","Bram Stoker"
"14041","Bramwell Osula"
"9154","Brande Drawhorn"
"5174","Brander Matthews"
"6998","Brandi Lawless"
"5561","Brandon M Wilborn"
"13537","Brandon Massullo"
"9436","Brandon R. Brown"
"13644","Brandon Sneed"
"12534","Brandon Terrell"
"11748","Brandy Woods"
"3828","Brannon Costello"
"14565","Branson L Parler"
"4270","Branson Parler"
"7701","Brassai"
"1153","Braulio Munoz"
"10442","Breaking Bad"
"19515","Breathe Hope"
"5362","Bren Smith"
"15321","Brenda Denzler"
"435","Brenda Dervin"
"6516","Brenda DuFresne"
"351","Brenda Hicks-Wiggins"
"7435","Brenda J Dunne"
"7417","Brenda Jackson"
"13264","Brenda Laca"
"7719","Brenda Murphy"
"12367","Brenda Murray"
"18395","Brenda R Weber"
"411","Brenda R. Weber"
"7976","Brenda Schultz"
"15331","Brenda Warneka"
"5339","Brendan Barrington"
"7990","Brendan McCarthy"
"10968","Brendan Sheerin"
"11795","Brent A. Strawn"
"1968","Brent D Peterson"
"9251","Brent D. Shaw"
"20783","Brent Fulton"
"10735","Brent Murphy"
"7441","Brent Waters"
"1985","Brent Wolfe"
"17835","Bret Harte"
"9546","Brett Aiken"
"20468","Brett Baker"
"11786","Brett Edward Whalen"
"5250","Brett Hull"
"20694","Brett Keirstead"
"5209","Brett Knowles"
"9685","Brett Martin"
"8500","Breyten Breytenbach"
"11062","Brian"
"2809","Brian A. Sullivan"
"1471","Brian Allan"
"19523","Brian Anthony"
"18156","Brian Arkins"
"11756","Brian Beacom"
"16464","Brian Bixley"
"8008","Brian Boyd"
"1819","Brian Brock"
"19363","Brian Cai"
"15063","Brian Carline"
"5509","Brian Chrisagis"
"8206","Brian Clegg"
"6873","Brian Clune"
"56","Brian Codagnone"
"3210","Brian Cox"
"13097","Brian D. Joseph"
"11974","Brian D. McLaren"
"14660","Brian D. Schultz"
"9124","Brian David Johnson"
"3194","Brian Davies"
"11327","Brian Delf"
"882","Brian Dunning"
"6086","Brian Earp"
"10092","Brian Eastman"
"14781","Brian Epstein"
"4507","Brian Evans"
"7274","Brian Fagan"
"12880","Brian Fidler"
"15607","Brian Finestone"
"16844","Brian Goldfarb"
"18102","Brian Gordon Sinclair"
"9924","Brian Gorman"
"3372","Brian Greene"
"16529","Brian Gregor"
"15075","Brian Hand"
"18148","Brian Hannan"
"5086","Brian Harvey"
"9615","Brian Hawkins"
"19658","Brian Hayes"
"14272","Brian Henson"
"15412","Brian Hill"
"763","Brian Horrigan"
"7748","Brian Hughes"
"12524","Brian J Cano"
"18819","Brian J Noble"
"12172","Brian Jay Jones"
"20710","Brian Keeble"
"20967","Brian Kendall"
"29","Brian King"
"16064","Brian Kingsley"
"18473","Brian Kulick"
"3057","Brian Leftow"
"11924","Brian Lennon"
"841","Brian Lockman"
"9948","Brian Lowry"
"19452","Brian McCann"
"3933","Brian McFarlane"
"13035","Brian McLaren"
"565","Brian McNair"
"821","Brian Miller"
"20698","Brian Mitchell Pete"
"6953","Brian Morris"
"20899","Brian N Bagot"
"3326","Brian P Hall"
"9869","Brian P Hinote"
"9926","Brian P. Block"
"6135","Brian Pack"
"17829","Brian Price"
"9888","Brian Quinn"
"15362","Brian R. Doak"
"4518","Brian R. Silliman"
"4511","Brian Rafalski"
"18498","Brian Rhinehart"
"5880","Brian Righi"
"12824","Brian Rivera"
"6107","Brian S Carpenter"
"15538","Brian Short"
"17159","Brian Singleton"
"2757","Brian Snyder"
"10472","Brian Stelter"
"7687","Brian Swann"
"19162","Brian Switek"
"9016","Brian Tannebaum"
"9106","Brian Thomas"
"7258","Brian Thomas Swimme"
"12271","Brian Vieira M a"
"9786","Brian Viner"
"17500","Brian Way"
"5448","Brian Williams"
"1148","Brian Wolfe"
"15962","Bridget Copley"
"11738","Brighid de Fez"
"15164","Brigid Cherry"
"19234","Brigid Danziger"
"4597","Brigitta Olubas"
"2165","Brigitte Bauer"
"8501","Brigitte Dallaire"
"12912","Brigitte Reimann"
"19709","Bristol Grammar School"
"15624","Britannica"
"10127","British Film Institute"
"8732","Britt Hermes"
"2054","Britta Mondorf"
"16868","Brock Haussamen"
"11364","Broderbund"
"1172","Bronwen Cowie"
"2293","Bronwyn Parry"
"6725","Brook Williams"
"4969","Brooke Katz"
"6728","Brooke Williams"
"7985","Brophy"
"15478","Bror Saxberg"
"5919","Brother's Publishing"
"16912","Brottman, Mikita"
"3225","Browntrout"
"3420","Bruce A. Ryan"
"5893","Bruce A. Ware"
"5603","Bruce B. Lawrence"
"15903","Bruce B. Morris"
"15109","Bruce Beiderwell"
"16038","Bruce Benderson"
"10630","Bruce Bursten"
"3183","Bruce C. Birch"
"9114","Bruce Cameron Reed"
"10580","Bruce Campbell"
"8202","Bruce Clarke"
"20752","Bruce Craven"
"7101","Bruce Curtis"
"174","Bruce D Heald"
"7061","Bruce D. Chilton"
"10283","Bruce Dessau"
"341","Bruce Dowbiggin"
"3911","Bruce Ellis Benson"
"14073","Bruce F. Elving"
"20405","Bruce Feiler"
"6023","Bruce Fink"
"5115","Bruce Fleming"
"11754","Bruce Forsyth"
"4415","Bruce Gillespie"
"15636","Bruce Goldfarb"
"11475","Bruce H Blevins"
"3328","Bruce H McRae"
"256","Bruce Harley"
"1806","Bruce J. Hunt"
"6940","Bruce Jamieson"
"13127","Bruce Johnson"
"1940","Bruce Kluckhohn"
"8650","Bruce L. Rosow"
"8568","Bruce L. Stinchcomb"
"7092","Bruce Lawrence"
"1586","Bruce Lee Benefiel"
"40","Bruce M Hood"
"17025","Bruce Mann"
"20316","Bruce McConachie"
"14577","Bruce Meyer"
"11150","Bruce Ogilvie"
"6682","Bruce Orr"
"14488","Bruce Rolff"
"11859","Bruce S. Cooper"
"16230","Bruce Silver"
"5457","Bruce Spencer"
"6181","Bruce Stephen Holms"
"20252","Bruce Stiftel"
"4621","Bruce Stovel"
"3694","Bruce Valley"
"14862","Bruce Vansledright"
"17908","Bruce W. Gilray"
"8904","Bruce W. Longenecker"
"2126","Bruno Belhoste"
"6077","Bruno Bosteels"
"8795","Bruno Olsson"
"18193","Bruno Pina de Souza"
"20864","Bruno Snell"
"5263","Bryan Appleyard"
"5859","Bryan Bush"
"477","Bryan Cairns"
"19106","Bryan Cones"
"14638","Bryan Cunningham"
"2239","Bryan D. Spinks"
"4936","Bryan Edward Penprase"
"17939","Bryan Fogel"
"15413","Bryan Gin-ge Chen"
"10591","Bryan Konietzko"
"3847","Bryan S. Turner"
"19577","Bryan Sebok"
"10209","Bryan Talbot"
"16347","Bryan Trottier"
"20442","Bryan Walsh"
"11126","Bryant Brewer"
"672","Bryce Zabel"
"6370","Bryson Peven"
"20054","Buck W. Baker"
"18404","Bud Coleman"
"1178","Bud Steed"
"9719","Budd Schulberg"
"7527","Buford Bill"
"11591","Bultmann"
"11916","Burckhardt"
"9864","Burdge Anthony"
"12793","Burk Parsons"
"9862","Burke Jessica"
"11434","Burkhard Bohne"
"9931","Burnie Burns"
"8108","Burton"
"8161","Burton L. Mack"
"13521","Burton Pike"
"4406","Burton R Pollin"
"2035","Burton Raffel"
"1445","Burton Watson"
"383","Burywoods Journals"
"9406","Button"
"13747","Buzz Belknap"
"3846","Buzzati, Dino"
"9968","By the Book"
"3646","Byron LeBeau"
"12968","Byron Moldofsky"
"15914","C Becker"
"4559","C C Long"
"4219","C David Priest"
"12777","C F Cruse"
"14182","C F Lhomond"
"12971","C F Pfeiffer"
"3126","C H Grandgent"
"2418","C J Williams"
"17201","C M Hall"
"1315","C M Johnson"
"16122","C Popescu"
"1661","C Suetonious Tranquillus"
"8226","C T Onions"
"9209","C T Shooting Star"
"12947","C V Nor"
"13930","C W Cooke"
"3627","C W Leadbeater"
"2889","C Wess Daniels"
"11209","C a Vision Books"
"16791","C.  Patty Rice"
"10939","C. A. Longhurst"
"10002","C. A. Tuggle"
"8422","C. Bodelot"
"7071","C. C. Pecknold"
"2516","C. C. W. Taylor"
"11238","C. Carter Smith"
"1143","C. D. C. Reeve"
"16452","C. D. N. Costa"
"3968","C. F. Jeff Wu"
"9343","C. F. Walters"
"18135","C. Finburgh"
"4182","C. Fought"
"20612","C. G. Jung"
"8427","C. Hamann"
"4990","C. J. Woods"
"19024","C. John Tolch"
"15296","C. Jones"
"4383","C. K. Scott Moncrieff"
"1179","C. K. Williams"
"11307","C. Lauer"
"14461","C. Laurenti"
"18134","C. Lavery"
"14459","C. Leverd"
"18122","C. Lucas"
"9291","C. M Batt"
"20110","C. Murray"
"15968","C. Neidle"
"5422","C. Peter Wagner"
"8683","C. Rene Padilla"
"9301","C. Rohrer"
"3917","C. S. Lewis"
"18124","C. Semmes"
"18693","C. Stephen Evans"
"19150","C. W. Anderson"
"15889","C. W. Marshall"
"14572","C. Wagner"
"18144","C. Wald"
"13826","C. a. Bayly"
"19338","C.A. Tsakiridou"
"20636","C.H. Lawrence"
"11114","C.J.F. Williams"
"5281","C.S. Smith"
"20264","C.W. Sullivan"
"14077","CACI"
"9995","CASTLEMAN"
"9647","CBS"
"13820","CHANDRASEKHAR"
"10761","CHLOE SIMS"
"16759","CSB Bibles by Holman CSB Bibles by Holman"
"13886","Cabrera, Lydia"
"14076","Caci Marketing Systems"
"14562","Cacilia Fluck"
"2091","Cactus Blank Unlined Notebooks"
"2092","Cactus Notebooks 6 in X 9 in"
"15337","Cactus Publishing Inc"
"4327","Cahterine L. Peichel"
"19726","Caitlin Carenen"
"15671","Caitlin E. Krause"
"16897","Caitlin Zaloom"
"11914","Caitriona Moloney"
"16513","Caleb Chrispo Okumu"
"15458","Caleb Gattegno"
"16078","Caleb Leo"
"3310","Calesta Harrison"
"9548","Callahan Barrow"
"12732","Callie Beaulieu"
"12335","Callum E. Cooper"
"1694","Calmet a"
"13162","Caltex Oil"
"16370","Calvin G. Normore"
"5185","Calvin Parker"
"7102","Cam Millar"
"11684","Cambridge University Press"
"4214","Cameron Fancourt"
"19343","Cameron Lee"
"19188","Cameron McCarthy"
"6932","Cameron McKiddie"
"1286","Cami Murdock Jensen"
"2116","Camilla Pang"
"17247","Camilla Stevens"
"2847","Camille Bromley"
"4375","Camouflage Design Notebooks"
"14883","Campanella"
"20367","Campbell Spooner"
"6668","Campo, Jesus Del"
"12961","Canadian Automobile Association"
"7775","Canadian Press"
"2660","Candace Toft"
"13504","Candida Lycett Green"
"10782","Candida R. Moss"
"132","Candita Clayton"
"14118","Candy Carson"
"5609","Candy Gunther Brown"
"6196","Canon Anthony C. Thiselton"
"11692","Canter Brown"
"20002","Caoimhin Breatnach"
"18373","Captain Neill Malcolm"
"9115","Cara Wallis"
"3641","Carey Ann Kramer"
"19221","Carey Jewitt"
"19305","Cari Johnson"
"7913","Cari S George"
"990","Caridad Svich"
"1080","Carin Kuoni"
"7321","Carissa Mccray"
"8262","Carl A. Lashley"
"1796","Carl B. Becker"
"8979","Carl Bache"
"14384","Carl Darling Buck"
"3514","Carl Djerassi"
"17311","Carl Hegemann"
"1329","Carl Hiaasen"
"7173","Carl Holliday"
"18975","Carl Hooker"
"19815","Carl J. Rasmussen"
"17691","Carl Lavery"
"18375","Carl Lonyay"
"16179","Carl Mitcham"
"20204","Carl Paul Caspari"
"14264","Carl Phillips"
"20622","Carl Ruck"
"146","Carl Ruzicka"
"8157","Carl S Erhlich"
"859","Carl Sagan"
"613","Carl Schurz"
"3667","Carl Unger"
"8061","Carl Weinberg"
"7805","Carl Wieman"
"16372","Carl Zimmer"
"9956","Carla Jablonski"
"13296","Carla Shalaby"
"16227","Carla Suhr"
"16555","Carla Vlad"
"19460","Carlin Borsheim-Black"
"13133","Carlisle Greg"
"13135","Carlo Cottarelli"
"18007","Carlo Goldoni"
"14447","Carlo Michelstaedter"
"18180","Carlo Parcelli"
"16041","Carlo Piano"
"10637","Carlo Rovelli"
"5841","Carlo Zotti"
"15126","Carlos  Mayor"
"7020","Carlos A Ferrufino"
"6579","Carlos Calle"
"2354","Carlos Castaneda"
"6252","Carlos E. Güntner"
"16540","Carlos Eire"
"6311","Carlos Enrique Orellana Ayala"
"3842","Carlos Fuentes"
"11280","Carlos Gispert"
"4048","Carlos Gumpert"
"18396","Carlos Menéndez-Otero"
"11858","Carlos R. McCray"
"12673","Carlos Sanabria"
"1876","Carlos Scolari"
"2553","Carlos Solis"
"6502","Carlos Taibo"
"17567","Carlton Jackson"
"18531","Carlton Molette"
"895","Carly Mensch"
"15225","Carme Picallo"
"6302","Carmel Cefai"
"14846","Carmel Conn"
"18755","Carmela Pérez-Salazar"
"14934","Carmen Abarca"
"3839","Carmen Gillespie"
"13770","Carmen M. Cusack"
"18519","Carmen M. K. Gitre"
"8316","Carmen Martin Gaite"
"6738","Carmen Peris"
"8866","Carmen Porter"
"12084","Carmen Tisdale"
"704","Carmina Harr"
"11423","Carmine Minutillo"
"15464","Carol A. Bartell"
"4968","Carol A. Mullen"
"19834","Carol A. Stabile"
"3457","Carol Ann Lewis"
"8201","Carol Ann Rinzler"
"8817","Carol Ann Tomlinson"
"6858","Carol Atherton"
"9841","Carol Burnett"
"18036","Carol C. Davis"
"2831","Carol C. Harter Black Mountain Institute Beverly Rogers"
"4978","Carol C. Harter Black Mountain Institute The Beverly Rogers"
"11678","Carol Calfee"
"18581","Carol Chillington Rutter"
"13411","Carol Cowgill"
"3767","Carol Domblewski"
"4919","Carol Fehringer"
"20318","Carol Fisher Sorgenfrei"
"13786","Carol Ghattas"
"7849","Carol Gildner"
"5195","Carol Gist"
"19538","Carol Hansen"
"9400","Carol Harrison"
"3736","Carol Hill"
"3581","Carol Jago"
"17359","Carol K Mack"
"18341","Carol Klose"
"3907","Carol Lansing"
"17869","Carol Martin"
"12079","Carol McGuinness"
"5525","Carol Miller"
"11895","Carol Oyster"
"9234","Carol P. Christ"
"9488","Carol Pelletier Radford"
"3804","Carol R. Findell"
"13725","Carol Schulte"
"5864","Carol Starr"
"18956","Carol Thompson"
"15849","Carol Thysell"
"900","Carol Urness"
"18407","Carol Van Buren Wight"
"11787","Carol Walker"
"19013","Carol Yaster"
"3130","Carola Eschenbach"
"2761","Carola Trips"
"12104","Carole A. Gordon"
"9559","Carole Ann Ford"
"15522","Carole Bromley"
"9824","Carole E. Barrowman"
"3801","Carole E. Greenes"
"20033","Carole Louie"
"5287","Carole M. Berotte Joseph"
"616","Carole M. Cusack"
"7930","Carole Mann"
"7841","Carole Mottaz"
"20480","Carole Raymond"
"3879","Carole Serene Borgens"
"19387","Carole Stott"
"1192","Carole Zucker"
"15273","Carolina Mancuso"
"19131","Caroline Arnold"
"15682","Caroline Beschea-fache"
"15960","Caroline Boudoux"
"10904","Caroline Dye"
"13174","Caroline Flack"
"5956","Caroline Floccia"
"15773","Caroline Gatrell"
"4324","Caroline Grigson"
"18775","Caroline Lachet"
"7880","Caroline Ladd Crew"
"6863","Caroline McLaughlin"
"10181","Caroline Quentin"
"20723","Caroline R. Savage"
"19923","Caroline Rance"
"20816","Caroline Rochford"
"9203","Caroline Savage"
"3932","Caroline Searle"
"20831","Caroline T. Chauncey"
"1447","Caroline Woolard"
"6832","Caroll O. Knipe"
"3868","Carolyn A. Moore"
"12821","Carolyn Cobbold"
"14393","Carolyn Coman"
"15262","Carolyn Earlam"
"19524","Carolyn Gage"
"6305","Carolyn Isaaks"
"18621","Carolyn J Carpenter"
"3296","Carolyn J Mollica"
"18963","Carolyn Kieran"
"4875","Carolyn M. King"
"8786","Carolyn M. Robbins"
"15572","Carolyn McGivern"
"15240","Carolyn Merchant"
"12001","Carolyn Nystrom"
"1633","Carolyn Olivier"
"9027","Carolyn Williams"
"12385","Carolyne Larrington"
"10922","Carrie Fisher"
"15642","Carrie J Smith"
"5611","Carrie Oliver"
"19463","Carrie Thornthwaite"
"20926","Carroll Aikins"
"14400","Carroll Rinehart"
"7481","Carson-Dellosa Publishing"
"6952","Carsten Strathausen"
"5415","Carter Vaughn Findley"
"11275","Cartograf Ia Pirelli"
"20116","Cartographia Kft"
"10362","Cartoon Network"
"4003","Cary J. Kottler"
"11883","Cary Nederman"
"15901","Cary O'Dell"
"17489","Caryl Emerson"
"4376","Casa Educativa Gomez"
"6614","Casey S. Reason"
"7769","Casey Sheahan"
"5950","Caspar Henderson"
"20720","Caspar McCloud"
"16186","Casper Bruun Jensen"
"14020","Casper Harteveld"
"7691","Cassandra Fedele"
"9214","Cassandra Vanzant"
"4365","Cassell and Company Limited"
"6363","Cassie Ashton"
"18708","Cassie Pence"
"869","Castlegate Designs"
